"Record Key","Chainage Start (m)","Chainage End (m)","Length (m)","Pipeline Section","Register","Asset Type","Asset ID","Trench Type","Source Length (m)","Drawing (Start)","Drawing (End)","Drawing (superseded)","Info Source","Included in Current Plan","Section Ref (source)","Feature Name","Utility Description","Surface","Pipeline DN","Embankment Treatment","Creek Bed Treatment","Pipe Description","Type 6 (m)","Type 7 (m)","Type 4 & 7 (m)","Type 4 & 6 (m)","Operator","Location","Material","Size (mm)","ID","Actual Chainage (surveyed)","Located","C&G Code","Trench Code","Surveyors PtNo","E","N","Z","Survey Code","Proven to Underside of Service","Test Point","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m)","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Excavation Permit Required?","Excavation Permit Date","Crossing Permit Required?","Crossing Permit Date","Comments","Source File","Source Row","Area (m2)","Timber Density","Thrust Block Category","Installed","Install Date","Installed By","Test Document No","Test Status","Test Date","Complete","Completion Date","Progress Notes","Unit Rate ($)","Quantity","Unit","Total Cost ($)","Fitting Type","Type of Bend","Fitting Material","Fitting DN (mm)","Max Test Pressure (kPa)","Allowable Lateral Bearing (kPa)","Thrust Block Item","Design Source","Valve Type","Crossing Type","Crew","Bend Rate Class","Completion Driver","Front Chainage (m)","Auto Complete","Auto Complete As At","Unlabelled Column CO","Valve Arrangement Type","Valve Assembly Group","Valve Arrangement","Branch / Tee Size","Air Valve","Scour Valve","Side","Invert Level (m)","Depth of Invert (m)","Natural Surface (m)","Orifice Plate Bore (mm)","Within 1% AEP Flood Zone","Claim Item No (PC02)","Location Drawing Ref"
"PWG-TB-061","16429.262","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-061","","","","","","","","PWG","","Type 7","","","","","","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","162","","","Bend","","","","","","","","","","12566","1","each","12566","Bend","11.25","DICL","375","3173","200","Bend; 11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-AV-021","14141.438","","","PWG","Valve","AV","PWG-AV-021","","","D-DWG-PWG-021.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A99","","","","","","","","","","","","41864","1","each","41864","","","","","","","","","2","","","","PIPE","0","NO","","","AV TYPE 2","AV Type 2 (Above Ground)","Above ground","DN375x200","Yes","No","N/A","455.76","2.307","458.067","N/A","Y","PWG-6420.03",""
"PWG-FN-0017","13375","","","PWG","Foreign Service","FENCE","PWG-FN-0017","","","D-DWG-PWG-020.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-FN-0018","13375","","","PWG","Foreign Service","FENCE","PWG-FN-0018","","","D-DWG-PWG-020.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-FN-0019","13375","","","PWG","Foreign Service","FENCE","PWG-FN-0019","","","D-DWG-PWG-020.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TS-0022","13376.5","","","PWG","Trench Stop & Bulkhead","TRENCH STOP","PWG-TS-0022","","","D-DWG-PWG-020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","480","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-EL-0032","13380","","","PWG","Foreign Service","ELECTRICITY","PWG-EL-0032","","","D-DWG-PWG-020.2","","","PUP","Yes","PWG","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TS-0023","13384.4","","","PWG","Trench Stop & Bulkhead","TRENCH STOP","PWG-TS-0023","","","D-DWG-PWG-020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","481","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-TS-0024","13392.3","","","PWG","Trench Stop & Bulkhead","TRENCH STOP","PWG-TS-0024","","","D-DWG-PWG-020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench&Bulkheads- T2W_PIPELINE.xlsm","482","","","","","","","","","","","","","1112.5","1","each","1112.5","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-TB-062","16975.581","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-062","","","","","","","","PWG","","Type 7","","","","","","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","163","","","Bend","","","","","","","","","","12566","1","each","12566","Bend","11.25","DICL","375","3142","200","Bend; 11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-066","12747.863","","","PWG","Bend","HOR","PWG-BND-066","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A370","","","","","","","","","","","","","","1","each","","Bend","45°","DICL","375","","","","","","","","45","PIPE","0","NO","","","","","","","","","","468.05","","","","","",""
"PWG-TB-063","16982.79","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-063","","","","","","","","PWG","","Type 7","","","","","","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","164","","","Bend","","","","","","","","","","12566","1","each","12566","Bend","11.25","DICL","375","3142","200","Bend; 11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-067","12782.914","","","PWG","Bend","HOR","PWG-BND-067","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A371","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","375","","","","","","","","11.25","PIPE","0","NO","","","","","","","","","","467.2","","","","","",""
"PWG-PIPE-0117","13436.291","13622.356","186.0650000000005","PWG","Pipe","PIPE","PWG-PIPE-0117","","","D-DWG-PWG-019.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0074","13622.356","13637.356","15","PWG","Trench Type","TRENCH SECTION","","2","15","D-DWG-PWG-020.2","D-DWG-PWG-020.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0118","13622.356","13637.356","15","PWG","Pipe","PIPE","PWG-PIPE-0118","","","D-DWG-PWG-020.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0075","13637.356","14060.93","423.5740000000005","PWG","Trench Type","TRENCH SECTION","","1A","423.574000000001","D-DWG-PWG-020.2","D-DWG-PWG-021.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0119","13637.356","14074.214","436.8580000000002","PWG","Pipe","PIPE","PWG-PIPE-0119","","","D-DWG-PWG-020.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0076","14060.93","14076.214","15.28399999999965","PWG","Trench Type","TRENCH SECTION","","1B/1C","15.2839999999997","D-DWG-PWG-021.2","D-DWG-PWG-021.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-FN-0020","14071","","","PWG","Foreign Service","FENCE","PWG-FN-0020","","","D-DWG-PWG-021.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0120","14074.214","14082.639","8.424999999999272","PWG","Pipe","PIPE","PWG-PIPE-0120","","","D-DWG-PWG-021.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PWG-CC-0009","14076","14139","63","PWG","Creek Crossing","TRENCHED CREEK CROSSING","PWG-CC-0009","","","","","","","","PWG","HODGSON CREEK","","","","LOOSE ROCK","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PHw_PWG_Creek_Crossings.xlsx","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-TT-0077","14076.214","14139.442","63.227999999999156","PWG","Trench Type","TRENCH SECTION","","5","63.2279999999992","D-DWG-PWG-021.2","D-DWG-PWG-021.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TB-091","17038.094","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-091","","","","","","","","PHW","","Type 6","","","","","","","","","","","","DICL","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","250","","","Tee","","","","","","","","","","","1","each","","Tee","DN600xDN150 DIFBE SCOUR TEE","","150","3114","25","Tee; DN600XDN150 DIFBE SCOUR TEE","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-068","13394.686","","","PWG","Bend","VERT","PWG-BND-068","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A387","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","375","","","","","","","","11.25","PIPE","0","NO","","","","","","","","","","461.7","","","","","",""
"PWG-PIPE-0121","14082.639","14101.292","18.653000000000247","PWG","Pipe","PIPE","PWG-PIPE-0121","","","D-DWG-PWG-021.2","","","","","PWG","","","","457","","","OD457 MSCL 5WT SINTALOCK TYPE 1 PN35","","","","","","","MSCL","457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open Trenched Creek Crossings","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0122","14101.292","14139.442","38.149999999999636","PWG","Pipe","PIPE","PWG-PIPE-0122","","","D-DWG-PWG-021.2","","","","","PWG","","","","457","","","OD457 MSCL 5WT SINTALOCK TYPE 1 PN35","","","","","","","MSCL","457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open Trenched Creek Crossings","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PWG-BND-069","13416.368","","","PWG","Bend","HOR","PWG-BND-069","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A389","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","375","","","","","","","","11.25","PIPE","0","NO","","","","","","","","","","461.55","","","","","",""
"PWG-BND-070","14076.214","","","PWG","Bend","VERT","PWG-BND-070","","","D-DWG-PWG-021.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A398","","","","","","","","","","","","","","1","each","","Bend","10.1°","MSCL","450","","","","","","","","Mitred 1-cut","PIPE","0","NO","","","","","","","","","","456.65","","","","","",""
"PWG-FN-0021","14136","","","PWG","Foreign Service","FENCE","PWG-FN-0021","","","D-DWG-PWG-021.2","","","","Yes","PWG","","FENCE - CHAINWIRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-BND-071","14101.293","","","PWG","Bend","VERT","PWG-BND-071","","","D-DWG-PWG-021.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A400","","","","","","","","","","","","","","1","each","","Bend","11°","MSCL","450","","","","","","","","Mitred 1-cut","PIPE","0","NO","","","","","","","","","","451.83","","","","","",""
"PWG-TT-0078","14139.442","14178.758","39.31600000000071","PWG","Trench Type","TRENCH SECTION","","1B/1C","39.3160000000007","D-DWG-PWG-021.2","D-DWG-PWG-021.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TB-072","17043.684","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-072","","","","","","","","PHW","","Type 10","","","","","","","","","","","","MSCL","650","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE.xlsm","84","","","Bend","","","","","","","","","","49509","1","each","49509","Bend","8.6","MSCL","650","3103","25","Bend; MS - 8.6°","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
